screen_name,fav,rt,tweet,tweet_url
DonaldJTrumpJr,27662,7558,The best way to help Baltimore and cities like it would be to stop electing democrats!!! https://t.co/IJgHXk7HNu,https://twitter.com/DonaldJTrumpJr/status/1155489482919088128
_angeldei,24002,10655,May I only be surrounded by people who genuinely love me and want the best for me. Fake people please stay away 😌,https://twitter.com/_angeldei/status/1155353148367618049
dodo,34415,9585,Best wedding dance ever 💞💞💞 https://t.co/El1BZpOMJj,https://twitter.com/dodo/status/1155100775451746304
TimRunsHisMouth,12146,4043,Today on Twitter I learned that the best way to solve a problem is call everyone pointing out the problem a racist… https://t.co/io2FpoMp0q,https://twitter.com/TimRunsHisMouth/status/1155322545782087680
NiallOfficial,46157,5614,Shane Lowry at Croke Park is the best. The smile on his face says it all. Couldn’t be happier for him.,https://twitter.com/NiallOfficial/status/1155223181902303233
BRGaming,30923,6474,"The best Fortnite player in the world 👑

16-year-old @bugha takes the Fortnite World Cup Solos title and wins $3M 🙌 https://t.co/hgDFNZYpJu",https://twitter.com/BRGaming/status/1155585338963714050
teddyb_h2o,3297,2518,"You are all the best. So I have some copies of #Madden20 to hand out here.

Like. Follow. RT. 

And give me your be… https://t.co/JI67LvilHp",https://twitter.com/teddyb_h2o/status/1155612042868514817
SportsCenter,21654,4424,"20 years ago today, @BarrySanders announced his retirement from the NFL. 

Here's a look at what made him one of th… https://t.co/I2C7ght6q2",https://twitter.com/SportsCenter/status/1155491949958316032
thisisysr,13752,1893,Happy birthday @dhanushkraja God bless you Wishing you the best always... ✨✨✨🎁🎁🎊🎉🎉 love you sarrrrr...,https://twitter.com/thisisysr/status/1155449710389256192
samstein,24135,4829,It's days when the president just decides to unload on black lawmakers and majority-minority US cities that I often… https://t.co/pF1qAZztog,https://twitter.com/samstein/status/1155448202331611137
shanedawson,102979,4374,Happy Birthday Eugenia!!! hope u have the best day ever! you deserve it! 😭❤️❤️ https://t.co/bY7o5F0YmL,https://twitter.com/shanedawson/status/1155172032167833602
AOC,26995,2239,"He looked right at me &amp; said: “I am going to ask you plainly: Are you here to do the work?”

People’s lives are at… https://t.co/duRYNQGZNs",https://twitter.com/AOC/status/1155146654397415424
GeorgeStrait,16806,2407,"Well, excuse me, but I think you've got my chair. https://t.co/SX1llTggnn",https://twitter.com/GeorgeStrait/status/1155161110548496385
DrDenaGrayson,1168,395,"Reminder: #Impeachment is a process, NOT a single vote. And that process begins with an #impeachment investigation… https://t.co/ZJDLMXSB8B",https://twitter.com/DrDenaGrayson/status/1155472120266317824
Javedakhtarjadu,7850,940,I believe that Mr Azam khan’ s words to the MP sitting in the speaker ‘s  chair are totally unacceptable . they wer… https://t.co/JcNTypm9Pn,https://twitter.com/Javedakhtarjadu/status/1155152495397576704
heathermmcd,14505,1375,Luna testing out the new chair: a series. https://t.co/WIuQqpmHEv,https://twitter.com/heathermmcd/status/1155138140220399617
faisalislam,1095,756,"NEW:
Britain’s biggest charitable funder of science, Wellcome Trust, writes to new PM, praise his promise of thrivi… https://t.co/TQ39do7X1W",https://twitter.com/faisalislam/status/1154997990702141440
EFFSouthAfrica,545,178,"National Chairperson of the EFF Zimbabwe Shelton Chiyangwa, Njomane ka Mgabhi Chair of Strategy and Polcy developme… https://t.co/S6XPMjRwRZ",https://twitter.com/EFFSouthAfrica/status/1155025019917000709
propublica,274,159,NEW: 🔥 Trump buddy Tom Barrack is now under federal investigation. Who is Tom Barrack? Here you go. 👇(There's alway… https://t.co/MjngRZ50KH,https://twitter.com/propublica/status/1155588837172813829
pmdfoster,305,207,"So. Co-ordinated “we’re really, serious” about ‘no deal’ #brexit in papers this am. Is it believable? Or for show?… https://t.co/VRlE5yb0Zm",https://twitter.com/pmdfoster/status/1155383631059267584
RyanAFournier,470,241,"Social media apps have censored searches for top Republicans.

- GOP Chair Ronna McDaniel
- Donald Trump Jr.’s spok… https://t.co/m54NUbCrik",https://twitter.com/RyanAFournier/status/1155227152561913856
DrDenaGrayson,428,199,"🔥@HouseIntel Chair @RepAdamSchiff says he found #Mueller’s testimony ""chilling,” adding that Team🇷🇺Trump “was a cam… https://t.co/FeigdM45fH",https://twitter.com/DrDenaGrayson/status/1155473011656601600
SteveBakerHW,711,210,"Congratulations to Treasury Committee member @SimonClarkeMP! Great news - free ports here we go. 

And MPs: please… https://t.co/wUB99gAPBd",https://twitter.com/SteveBakerHW/status/1155175539147190273
maggieNYT,237,111,"NEW - inside the Brooklyn federal prosecutors’ inquiry into Tom Barrack, Trump’s friend and the inaugural committee… https://t.co/9Crz59HjoX",https://twitter.com/maggieNYT/status/1155569450466402305
grantstern,626,165,"@GOPChairwoman You are pathetic.

The Republican party should be ashamed for allowing you to be Chair.

You've done… https://t.co/dcqhfvtMJa",https://twitter.com/grantstern/status/1155171074667139072
NatashaBertrand,225,117,"Another name being floated was Pete Hoekstra, the current ambassador to the Netherlands and former House Intel chai… https://t.co/9S5b4sXJnx",https://twitter.com/NatashaBertrand/status/1155567190231388160
atrupar,8899,1981,.@LindseyGrahamSC is like an insecure high school kid who desperately wants to be invited to the cool kids’ lunch t… https://t.co/udgJfK9tYe,https://twitter.com/atrupar/status/1155252259984420865
PeterGleick,4774,1696,"OK.
Time to admit all the #climate scientists have been wrong.
We've been trying for decades to calmly warn the wor… https://t.co/1Ydl9kVGkh",https://twitter.com/PeterGleick/status/1154997624404996097
CoryBooker,970,395,"The Trump administration is targeting the most vulnerable in our society: The poor, the elderly, and children. Unde… https://t.co/sfvAGIvo7b",https://twitter.com/CoryBooker/status/1155245415085826052
Femi_Sorry,5371,1122,"I'm already seeing Labour &amp; Lid Dem activists fighting and frankly it makes me sick.
In 2017, more people voted for… https://t.co/w4BnKyUSd3",https://twitter.com/Femi_Sorry/status/1155499445393481728
andymilonakis,4935,417,ayy @Twitch it's been over 2 years now since different tier subs have been announced. Isn't it time to make some re… https://t.co/zlnfYp24oT,https://twitter.com/andymilonakis/status/1155224987386519552
ScottPresler,1192,431,"When I visited Brooksville, we set up a voter registration table at Christmas in July.

When I came to Northern VA,… https://t.co/6oFpLbo3eL",https://twitter.com/ScottPresler/status/1155494109446119424
redsteeze,1440,323,This guy was a top Buzzfeed reporter. He appeared on Meet the Press. He’s still going after a 15 year old kid. Ben… https://t.co/NQFB0yG2Gu,https://twitter.com/redsteeze/status/1155358154181500928
GOP,799,295,MUST READ: The TRUTH about the humanitarian crisis at our border — and why it’s so vital that Democrats come to the… https://t.co/dl1Ov1Aoco,https://twitter.com/GOP/status/1155514509756444675
DavidDavisMP,1713,568,"422,000 European jobs are at risk from a ""no deal"" scenario. It's still likely that the Commission will return to t… https://t.co/gOjvrNASoV",https://twitter.com/DavidDavisMP/status/1155435695642750977
Femi_Sorry,2066,477,"I don't argue that people's minds have changed (though many have).
I just argue that if you voted for Brexit expect… https://t.co/ZuZWlSPd6O",https://twitter.com/Femi_Sorry/status/1155419783954927616
PastorJohnHagee,1357,214,"As Jesus stands before you at the communion table, you see the reflection of Christ in the wine, and He calls you b… https://t.co/hkTCO0Ntp5",https://twitter.com/PastorJohnHagee/status/1155147352560287744
bronze_bombSHEL,1820,482,What I LOVE about Destiny’s Child is that they came up in an industry driven by status + luxury without a stitch of… https://t.co/AYtyjp64wr,https://twitter.com/bronze_bombSHEL/status/1155153816922337280
nytimes,1553,229,"She’s 14, disabled from a bomb blast and one of Iraq's top table tennis players https://t.co/sc1w88PXiy https://t.co/eNEpdXaRUT",https://twitter.com/nytimes/status/1155417667358068736
tribelaw,585,164,"Silly to focus on #Nadler's words: “If an impeachment inquiry is if you’re considering only impeachment, that’s not… https://t.co/Q08fDWG8oR",https://twitter.com/tribelaw/status/1155540632259182592
Conservatives,565,151,"🗣 @JamesCleverly, Conservative Party Chairman: ""As I sat around the cabinet table for the first time on Wednesday,… https://t.co/Mflih5cP2b",https://twitter.com/Conservatives/status/1155421072973598720
MaliibuMiitch,49933,8843,"I saw someone komment under Megan picture ""black woman haven't been this excited abou a female rapper since Nicki""😩… https://t.co/q5nGbpKQNS",https://twitter.com/MaliibuMiitch/status/1155291131019702272
BleacherReport,25876,2791,"""I made the three more famous than Steph."" - @chancetherapper

#TheBigDay https://t.co/OPttMD9f4e",https://twitter.com/BleacherReport/status/1155320253175324672
JoeyGraceffa,36893,5892,"me: I need to socialize more

also me when I actually stick to plans I made: https://t.co/aoR3gjWey5",https://twitter.com/JoeyGraceffa/status/1155276118871560192
GeorgeTakei,32377,7790,"Trump has made clear his 2020 campaign will use racism to energize his base. Take the pledge now:

1) I will call o… https://t.co/LfY40vp7RT",https://twitter.com/GeorgeTakei/status/1155128754651488257
shekharkapur,16150,4160,Started life as refugee of Partition. Parents gave everything to make a life for kids. Was always in fear of ‘intel… https://t.co/2FWsrk6Ghl,https://twitter.com/shekharkapur/status/1155031590566805506
KamalaHarris,9297,1937,"Unions brought us to the eight-hour workday, the five-day workweek, sick leave, and vacation time.

Workers should… https://t.co/mvSHHDhzzu",https://twitter.com/KamalaHarris/status/1155283983871238145
KFCBarstool,17011,2272,"Jeremy Lin made 65 million dollars for 2 good weeks of basketball, became a cultural icon, has a Harvard degree, an… https://t.co/a8FASsrUBq",https://twitter.com/KFCBarstool/status/1155531451124846594
SportsCenter,21679,4433,"20 years ago today, @BarrySanders announced his retirement from the NFL. 

Here's a look at what made him one of th… https://t.co/I2C7ght6q2",https://twitter.com/SportsCenter/status/1155491949958316032
davidfrum,14681,4065,"""What made life under Caligula especially difficult was that he expected to be applauded, not just by his courtiers… https://t.co/DWkMsZz8kT",https://twitter.com/davidfrum/status/1155210993657470977
overtime,7838,2096,JAYGUP MADE THE EARTH SHAKE 🤯 @Jaygup23 (via @sleepersallday) https://t.co/ABFHbNHjt3,https://twitter.com/overtime/status/1155496263162441728
burnaboy,15201,3441,We made this song in a hotel room in Ghana. @manifestive the poet! 🦍 https://t.co/JGWcwf1HFo,https://twitter.com/burnaboy/status/1155432488539480066
mattzarb,7089,2873,Boris Johnson just made anti-abortion Nadine Dorries health minister. Add that to a pro-capital punishment home sec… https://t.co/HbCbbLWyJ7,https://twitter.com/mattzarb/status/1155152454524252161
AOC,26997,2239,"He looked right at me &amp; said: “I am going to ask you plainly: Are you here to do the work?”

People’s lives are at… https://t.co/duRYNQGZNs",https://twitter.com/AOC/status/1155146654397415424
FabrizioRomano,13551,3888,"Arsenal are in advanced talks with Lille for Nicolas Pépé! Napoli are also working for him, but Arsenal now are lea… https://t.co/0SHiMEcdYE",https://twitter.com/FabrizioRomano/status/1155025341162893313
JoyceWhiteVance,8447,3024,@ZerlinaMaxwell People would do well to note that Trump is adopting the vermin &amp; infestation language used in Nazi… https://t.co/958RMvlX8l,https://twitter.com/JoyceWhiteVance/status/1155171736092065793
AdityaRajKaul,3052,707,"Just noticed #Article35A is trending. On a personal note, vehemently opposed to this discriminatory article against… https://t.co/HXrRcIaAHp",https://twitter.com/AdityaRajKaul/status/1155177865173880833
BillKristol,5398,1665,"Note to Dan Coats, Jim Mattis and others who’ve served honorably: Thank you for your service. But there’s one more… https://t.co/9vS1aRWtAu",https://twitter.com/BillKristol/status/1155626109809115136
AbdulAbmJ,3143,764,"Thank you Mr Speaker @femigbaja for the clarification and your kind words. On a lighter note, very soon I may be in… https://t.co/NJQnfJiK2J",https://twitter.com/AbdulAbmJ/status/1155138876639535104
SethAbramson,1467,923,Note that Trump's stooge Ratcliffe is coming aboard as ODNI at EXACTLY at the moment Democrats are beginning their… https://t.co/KWvyxlOqBS,https://twitter.com/SethAbramson/status/1155585706502295552
DavidBegnaud,1304,284,"Programming note: my interview with @jayfonsecapr will now take place at 5pm ET. 

Send me topics you’d like us to discuss.",https://twitter.com/DavidBegnaud/status/1155484130613837825
Blaklez,2002,577,Note to self; the world doesn’t care. Don’t work overtime trying to please it. Live your truth.,https://twitter.com/Blaklez/status/1155489568252145665
marquisegoodwin,2062,719,"I’m still learning. 

-note to self",https://twitter.com/marquisegoodwin/status/1155146286024159232
iwant,1046,406,"You do note, complete attendance ang ating favorite online squad ❤. Kaya para sa unli-good vibes, join na this Sund… https://t.co/bTk0tocnme",https://twitter.com/iwant/status/1155056191271100421
MattGertz,2583,1026,Note that Trump's racist tweets about the progressive Democratic congresswomen were also triggered by a Fox &amp; Frien… https://t.co/dxb0OorFaP,https://twitter.com/MattGertz/status/1155080765341917185
